Ensembl.Gene.ID	Ensembl.Transcript.ID	Ensembl.Protein.ID	EntrezGene.ID	HGNC.symbol	Description	PSR.total	M7vM8_F61__alternative_model_kappa	M7vM8_F61__alternative_model_omega	M7vM8_F61__null_model_lnL	M7vM8_F61__alternative_model_lnL	M7vM8_F61__LRT_statistic	M7vM8_F61__LRT_P_value_full	M7vM8_F61__LRT_P_value_log10	M7vM8_F61__LRT_P_value_bonf	M7vM8_F61__LRT_P_value_bh	M7vM8_F3X4__alternative_model_kappa	M7vM8_F3X4__alternative_model_omega	M7vM8_F3X4__null_model_lnL	M7vM8_F3X4__alternative_model_lnL	M7vM8_F3X4__LRT_statistic	M7vM8_F3X4__LRT_P_value_full	M7vM8_F3X4__LRT_P_value_log10	M7vM8_F3X4__LRT_P_value_bonf	M7vM8_F3X4__LRT_P_value_bh	M1avM2a_F61__alternative_model_kappa	M1avM2a_F61__alternative_model_omega	M1avM2a_F61__null_model_lnL	M1avM2a_F61__alternative_model_lnL	M1avM2a_F61__LRT_statistic	M1avM2a_F61__LRT_P_value_full	M1avM2a_F61__LRT_P_value_log10	M1avM2a_F61__LRT_P_value_bonf	M1avM2a_F61__LRT_P_value_bh	M1avM2a_F3X4__alternative_model_kappa	M1avM2a_F3X4__alternative_model_omega	M1avM2a_F3X4__null_model_lnL	M1avM2a_F3X4__alternative_model_lnL	M1avM2a_F3X4__LRT_statistic	M1avM2a_F3X4__LRT_P_value_full	M1avM2a_F3X4__LRT_P_value_log10	M1avM2a_F3X4__LRT_P_value_bonf	M1avM2a_F3X4__LRT_P_value_bh
ENSG00000134757	ENST00000257189	ENSP00000257189	1830	DSG3	desmoglein 3 [Source:HGNC Symbol;Acc:HGNC:3050]	1	4.21129	5.63317	-6121.881583	-6113.492007	16.779152000001	0.000227224	-3.64354579920622	1	0.00104013098349835	4.22884	6.01435	-6200.87377	-6192.602771	16.5419980000006	0.00025583	-3.59204852916733	1	0.00117739099128992	4.21105	5.8295	-6121.725025	-6113.522593	16.4048640000001	0.000273986	-3.56227162797554	1	0.00126042647429519	4.22904	6.22266	-6200.799491	-6192.640853	16.3172759999998	0.000286252	-3.54325147029073	1	0.0013544785466951
ENSG00000134760	ENST00000257192	ENSP00000257192	1828	DSG1	desmoglein 1 [Source:HGNC Symbol;Acc:HGNC:3048]	4	3.53215	8.48616	-6356.027885	-6336.410079	39.2356120000004	3e-09	-8.52287874528034	3.3288e-05	2.76708229426434e-08	3.52328	7.89056	-6449.471948	-6430.150047	38.6438020000005	4e-09	-8.39794000867204	4.4384e-05	3.65e-08	3.53285	8.71416	-6355.287569	-6336.373323	37.8284920000006	6e-09	-8.22184874961636	6.6576e-05	5.6040404040404e-08	3.52309	4.76653	-6449.040172	-6431.176972	35.7263999999996	1.7e-08	-7.76955107862173	0.000188632	1.5030438247012e-07
ENSG00000134827	ENST00000257264	ENSP00000257264	6947	TCN1	transcobalamin I (vitamin B12 binding protein, R binder family) [Source:HGNC Symbol;Acc:HGNC:11652]	3	3.5173	5.50136	-3275.208396	-3260.279185	29.8584220000002	3.28e-07	-6.48412615628832	0.003639488	2.33900257069409e-06	3.47546	4.96021	-3325.7009	-3313.314075	24.7736500000001	4.173e-06	-5.37955161528829	0.046303608	2.59694941110488e-05	3.51228	4.65736	-3274.858866	-3260.34204	29.0336520000001	4.96e-07	-6.3045183235098	0.005503616	3.53930289389067e-06	3.4761	5.04024	-3325.641728	-3313.319514	24.6444280000005	4.452e-06	-5.35144484433733	0.049399392	2.84722720461095e-05
ENSG00000135346	ENST00000610310	ENSP00000482232	1081	CGA	glycoprotein hormones, alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:1885]	5	2.48493	8.01101	-1017.930103	-998.497883	38.8644400000001	4e-09	-8.39794000867204	4.4384e-05	3.6440065681445e-08	2.56218	6.87975	-1047.572446	-1028.827234	37.4904239999996	7e-09	-8.15490195998574	7.7672e-05	6.21873498799039e-08	2.48769	8.11578	-1017.869915	-998.496507	38.7468160000001	4e-09	-8.39794000867204	4.4384e-05	3.84943625325239e-08	2.56219	6.8769	-1047.483761	-1028.827057	37.313408	8e-09	-8.09691001300806	8.8768e-05	7.42207357859532e-08
ENSG00000135451	ENST00000257909	ENSP00000257909	10024	TROAP	trophinin associated protein [Source:HGNC Symbol;Acc:HGNC:12327]	1	4.06803	5.88442	-4805.509059	-4796.489009	18.0401000000002	0.00012096	-3.91735822184287	1	0.000582287271149675	4.25458	7.03117	-4941.551925	-4933.995009	15.1138319999991	0.000522484	-3.28192700439031	1	0.00228427205043341	4.06831	7.00115	-4805.508727	-4796.460899	18.0956560000013	0.000117646	-3.92942283438222	1	0.000577497478991597	4.25243	6.89762	-4941.551684	-4933.992562	15.1182439999993	0.000521333	-3.28288478367782	1	0.00235821890256828
ENSG00000135828	ENST00000367559	ENSP00000356530	6041	RNASEL	ribonuclease L (2,5-oligoisoadenylate synthetase-dependent) [Source:HGNC Symbol;Acc:HGNC:10050]	2	3.94821	4.81841	-5011.963174	-4990.935867	42.0546140000006	1e-09	-9	1.1096e-05	9.68237347294939e-09	4.23404	4.55481	-5083.875812	-5063.61482	40.5219840000009	2e-09	-8.69897000433602	2.2192e-05	1.9e-08	3.94802	4.80923	-5011.955446	-4990.932489	42.0459140000003	1e-09	-9	1.1096e-05	1.02740740740741e-08	4.23383	4.54625	-5083.78716	-5063.611012	40.3522959999991	2e-09	-8.69897000433602	2.2192e-05	2.0083257918552e-08
ENSG00000136546	ENST00000409855	ENSP00000386796	6332	SCN7A	sodium channel, voltage-gated, type VII, alpha subunit [Source:HGNC Symbol;Acc:HGNC:10594]	1	4.52471	5.90843	-10045.167986	-10038.678573	12.9788260000023	0.001519441	-2.81831615894166	1	0.00590946979880827	4.65867	4.95961	-10140.078365	-10134.333244	11.4902419999999	0.003198348	-2.4950742840991	1	0.0119611962952477	4.53318	6.23501	-10045.081731	-10038.650971	12.8615200000022	0.001611226	-2.79284353861927	1	0.00638277889896466	4.66081	5.29447	-10139.703273	-10134.319	10.7685459999993	0.004588175	-2.33836002580021	1	0.0171415453872054
ENSG00000136861	ENST00000349780	ENSP00000343818	55755	CDK5RAP2	CDK5 regulatory subunit associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18672]	1	4.05163	4.85392	-11426.24658	-11414.209012	24.0751360000031	5.918e-06	-5.22782503917539	0.065666128	3.53614044157243e-05	4.09232	15.87176	-11628.780088	-11620.901528	15.7571199999984	0.000378778	-3.42161525341762	1	0.00170089870012141	4.05229	4.94948	-11425.767222	-11414.206984	23.1204760000001	9.538e-06	-5.02054268190215	0.105833648	5.66258148742643e-05	4.13549	16.34288	-11628.76726	-11620.796045	15.9424300000028	0.000345259	-3.4618549916794	1	0.001613050048
ENSG00000136943	ENST00000538255	ENSP00000445052	1515	CTSV	cathepsin V [Source:HGNC Symbol;Acc:HGNC:2538]	1	4.04419	5.74375	-2011.693885	-2001.813629	19.7605119999998	5.1175e-05	-4.29094214866546	0.5678378	0.000261917804428044	3.63686	5.90307	-2057.050369	-2048.277323	17.5460920000005	0.000154851	-3.81008598570222	1	0.000738704512467756	4.04661	5.6727	-2011.682707	-2001.813989	19.7374359999999	5.1769e-05	-4.28593022402097	0.574428824	0.000271726028382214	3.64146	5.12206	-2057.03029	-2048.321309	17.4179620000004	0.000165096	-3.78226344883879	1	0.000811295489813995
ENSG00000137101	ENST00000396757	ENSP00000379980	971	CD72	CD72 molecule [Source:HGNC Symbol;Acc:HGNC:1696]	3	3.165	6.70802	-2614.288502	-2586.352505	55.8719940000001	0	-Inf	0	0	2.90661	6.58711	-2665.164722	-2637.043039	56.2433659999997	0	-Inf	0	0	3.16685	6.78645	-2614.010154	-2586.351137	55.3180339999999	0	-Inf	0	0	2.90794	6.64915	-2662.462905	-2637.042046	50.8417179999997	0	-Inf	0	0
ENSG00000137337	ENST00000376406	ENSP00000365588	9656	MDC1	mediator of DNA-damage checkpoint 1 [Source:HGNC Symbol;Acc:HGNC:21163]	5	4.38224	7.05319	-13833.460569	-13805.56574	55.7896580000015	0	-Inf	0	0	4.93378	6.02685	-14238.984904	-14210.015193	57.9394220000031	0	-Inf	0	0	4.38097	6.99395	-13833.456073	-13805.564306	55.7835339999983	0	-Inf	0	0	4.93897	6.42508	-14238.699101	-14209.957629	57.4829439999994	0	-Inf	0	0
ENSG00000137752	ENST00000533400	ENSP00000433138	834	CASP1	caspase 1, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:1499]	4	3.60506	5.18365	-3342.607689	-3323.969356	37.2766659999998	8e-09	-8.09691001300806	8.8768e-05	7.01723320158103e-08	3.53616	5.23913	-3368.818533	-3349.322619	38.9918280000002	3e-09	-8.52287874528034	3.3288e-05	2.774e-08	3.60483	5.17226	-3342.398728	-3323.969313	36.8588300000001	1e-08	-8	0.00011096	9.07277187244481e-08	3.55668	5.60585	-3368.517744	-3349.28249	38.4705080000003	4e-09	-8.39794000867204	4.4384e-05	3.85277777777778e-08
ENSG00000138028	ENST00000402394	ENSP00000385452	10669	CGREF1	cell growth regulator with EF-hand domain 1 [Source:HGNC Symbol;Acc:HGNC:16962]	1	4.01971	31.05854	-2127.007201	-2114.754014	24.5063739999996	4.77e-06	-5.32148162095989	0.05292792	2.89223606557377e-05	4.24447	24.42987	-2183.713981	-2172.635747	22.1564680000001	1.5445e-05	-4.81121208736253	0.17137772	8.77959631147541e-05	3.98075	30.33128	-2127.007204	-2114.721592	24.5712240000003	4.618e-06	-5.33554607141884	0.051241328	2.87227174887892e-05	4.25301	24.7065	-2183.694758	-2172.598794	22.1919280000002	1.5173e-05	-4.81892854217738	0.168359608	8.89849936575053e-05
ENSG00000138092	ENST00000380834	ENSP00000370214	79172	CENPO	centromere protein O [Source:HGNC Symbol;Acc:HGNC:28152]	1	9.00756	6.72331	-1897.582418	-1887.743734	19.6773680000001	5.3347e-05	-4.27288999835908	0.591938312	0.000272531451197053	8.26216	5.74989	-1932.853744	-1924.863332	15.9808240000002	0.000338695	-3.47019121459965	1	0.00153081862321792	9.00741	6.71644	-1897.390826	-1887.743111	19.2954300000001	6.4573e-05	-4.18994903621798	0.716502008	0.000333411823173569	8.26237	5.73033	-1932.770379	-1924.859692	15.8213740000001	0.000366803	-3.4355671209897	1	0.0017029481539749
ENSG00000138095	ENST00000260665	ENSP00000260665	10128	LRPPRC	leucine-rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]	3	3.3231	4.14669	-9656.574848	-9630.339397	52.4709020000009	0	-Inf	0	0	3.39264	3.08652	-9727.279047	-9697.965533	58.627027999999	0	-Inf	0	0	3.32291	4.203	-9656.401301	-9630.330714	52.1411740000003	0	-Inf	0	0	3.39263	3.09056	-9721.331076	-9697.965171	46.7318100000011	0	-Inf	0	0
ENSG00000138496	ENST00000360356	ENSP00000353512	83666	PARP9	poly (ADP-ribose) polymerase family, member 9 [Source:HGNC Symbol;Acc:HGNC:24118]	6	3.8402	6.89299	-5784.331657	-5750.966137	66.7310399999988	0	-Inf	0	0	3.76369	6.85096	-5855.580113	-5819.906808	71.3466100000005	0	-Inf	0	0	3.84427	6.96933	-5784.243531	-5750.963564	66.5599340000008	0	-Inf	0	0	3.77075	7.02534	-5852.987136	-5819.893302	66.1876679999987	0	-Inf	0	0
ENSG00000139547	ENST00000398138	ENSP00000381206	8608	RDH16	retinol dehydrogenase 16 (all-trans) [Source:HGNC Symbol;Acc:HGNC:29674]	1	3.66609	4.82967	-2631.422291	-2620.228262	22.3880579999995	1.3756e-05	-4.86150783285002	0.152636576	7.79155569167943e-05	3.60289	5.34901	-2680.568472	-2669.064677	23.0075900000002	1.0092e-05	-4.99602275815446	0.111980832	5.88753059936908e-05	3.66772	4.89649	-2630.983763	-2620.225302	21.5169220000007	2.1265e-05	-4.67233461294996	0.23595644	0.000118989631870903	3.60238	5.37921	-2679.898412	-2669.064333	21.6681580000004	1.9716e-05	-4.70518119051731	0.218768736	0.00011329297566028
ENSG00000140093	ENST00000261994	ENSP00000261994	51156	SERPINA10	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10 [Source:HGNC Symbol;Acc:HGNC:15996]	1	5.35263	5.00648	-2883.831406	-2877.178449	13.3059139999996	0.001290201	-2.8893426258319	1	0.005096278286121	5.83886	4.34041	-2945.850991	-2939.424523	12.8529359999993	0.001618156	-2.79097961209747	1	0.00643399830598352	5.35308	5.15283	-2883.648871	-2877.173443	12.9508559999995	0.001540839	-2.81224273770238	1	0.0061247377414966	5.83875	4.329	-2945.724666	-2939.421942	12.6054480000003	0.001831309	-2.73723837024084	1	0.00745148685881921
ENSG00000140332	ENST00000558939	ENSP00000452871	7090	TLE3	transducin-like enhancer of split 3 [Source:HGNC Symbol;Acc:HGNC:11839]	2	6.59578	15.13992	-3819.538092	-3793.950798	51.1745879999999	0	-Inf	0	0	7.2665	16.79945	-3911.572878	-3883.763599	55.6185580000001	0	-Inf	0	0	6.48686	11.50576	-3812.058264	-3794.804454	34.5076199999994	3.2e-08	-7.49485002168009	0.000355072	2.68993939393939e-07	7.24809	13.77528	-3903.877098	-3884.283535	39.1871259999998	3e-09	-8.52287874528034	3.3288e-05	2.9458407079646e-08
ENSG00000140497	ENST00000268099	ENSP00000268099	10066	SCAMP2	secretory carrier membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:10564]	1	3.76843	10.00603	-1710.730391	-1703.721175	14.0184320000003	0.000903517	-3.04406367161801	1	0.00368446329731716	3.876	12.78116	-1773.176578	-1765.043046	16.2670640000001	0.00029353	-3.53234750542613	1	0.00134143693574959	3.77335	9.9938	-1710.543776	-1703.738441	13.61067	0.001107849	-2.95551942998281	1	0.00454611409171598	3.88242	12.83282	-1773.012322	-1765.081585	15.8614740000003	0.000359521	-3.44427573694242	1	0.0016726394197065
ENSG00000141504	ENST00000269298	ENSP00000269298	112483	SAT2	spermidine/spermine N1-acetyltransferase family member 2 [Source:HGNC Symbol;Acc:HGNC:23160]	1	14.78983	61.60942	-1101.922704	-1093.45792	16.929568	0.000210761	-3.67620974949263	1	0.000969260661417323	14.32868	50.39499	-1119.229925	-1112.320789	13.818272	0.00099862	-3.00059974030108	1	0.00413612822695035	14.98111	63.97745	-1101.898238	-1093.430904	16.9346679999999	0.000210225	-3.67731563884801	1	0.000985907269653424	14.37544	50.85338	-1119.229129	-1112.329175	13.799908	0.001007832	-2.99661185633668	1	0.00429450993548387
ENSG00000143199	ENST00000367851	ENSP00000356825	55811	ADCY10	adenylate cyclase 10 (soluble) [Source:HGNC Symbol;Acc:HGNC:21285]	2	4.07522	4.37157	-10290.761799	-10265.870378	49.7828420000005	0	-Inf	0	0	4.0465	4.28361	-10406.891291	-10381.004181	51.7742199999993	0	-Inf	0	0	4.07514	4.36751	-10290.761285	-10265.866665	49.7892400000019	0	-Inf	0	0	4.04644	4.27918	-10404.542349	-10381.001248	47.0822019999978	0	-Inf	0	0
ENSG00000143382	ENST00000369039	ENSP00000358035	54507	ADAMTSL4	ADAMTS-like 4 [Source:HGNC Symbol;Acc:HGNC:19706]	1	3.58613	10.19955	-6385.936726	-6379.82414	12.2251720000004	0.002214816	-2.65466234777225	1	0.00834485512258065	3.99752	4.71512	-6528.579264	-6523.135767	10.8869940000004	0.004324335	-2.36408066924789	1	0.0157475619166393	3.58102	10.6888	-6385.481553	-6379.697088	11.5689299999995	0.003074955	-2.51216123546407	1	0.0114958560242588	3.99591	6.60712	-6528.149775	-6523.022114	10.2553219999991	0.005930416	-2.22691484117744	1	0.0216016214243518
ENSG00000144820	ENST00000273352	ENSP00000273352	84873	GPR128	G protein-coupled receptor 128 [Source:HGNC Symbol;Acc:HGNC:19241]	2	4.55077	6.94647	-5379.891907	-5370.257031	19.2697520000002	6.5407e-05	-4.18437577004438	0.725756072	0.000330339586709149	4.45645	7.12129	-5432.344626	-5422.883634	18.9219840000005	7.7829e-05	-4.10885854962667	0.863590584	0.000392224955495005	4.55258	7.686	-5379.725747	-5370.157365	19.1367640000008	6.9904e-05	-4.15549797263451	0.775654784	0.00035843566728281	4.45945	8.01826	-5432.22272	-5422.76274	18.9199599999993	7.7908e-05	-4.10841794441387	0.864467168	0.000406616730009407
ENSG00000145649	ENST00000274306	ENSP00000274306	3001	GZMA	granzyme A (granzyme 1, cytotoxic T-lymphocyte-associated serine esterase 3) [Source:HGNC Symbol;Acc:HGNC:4708]	6	3.69556	5.78644	-1915.434528	-1896.33865	38.1917560000002	5e-09	-8.30102999566398	5.548e-05	4.49959448499594e-08	3.87375	6.17509	-1946.468895	-1926.146298	40.6451940000002	1e-09	-9	1.1096e-05	9.78483245149912e-09	3.6957	5.68558	-1915.41508	-1896.334989	38.1601820000001	5e-09	-8.30102999566398	5.548e-05	4.72975277067349e-08	3.87479	6.25869	-1946.454017	-1926.14238	40.623274	2e-09	-8.69897000433602	2.2192e-05	2.0083257918552e-08
ENSG00000145982	ENST00000324331	ENSP00000316335	10667	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21062]	1	5.12513	13.0939	-2676.186933	-2671.186665	10.0005359999996	0.006736141	-2.17158883081941	1	0.0228296336395846	5.01876	15.02333	-2730.581182	-2725.440342	10.2816800000001	0.005852771	-2.23263846809186	1	0.0207682593591302	5.09257	13.52699	-2676.08736	-2671.180168	9.81438400000025	0.007393219	-2.13116642905436	1	0.025311680970071	5.01051	15.60956	-2730.527919	-2725.426654	10.2025300000005	0.006089039	-2.21545124430144	1	0.0221086311335079
ENSG00000146587	ENST00000396912	ENSP00000380120	57786	RBAK	RB-associated KRAB zinc finger [Source:HGNC Symbol;Acc:HGNC:17680]	1	3.7786	10.5246	-3941.062749	-3934.170336	13.7848260000001	0.001015461	-2.99333675154036	1	0.00409580343729553	4.9543	80.9833	-4057.858679	-4048.77397	18.1694179999995	0.000113386	-3.94544056535576	1	0.000554487023358308	3.76271	12.1816	-3940.246932	-3933.896357	12.7011499999999	0.001745743	-2.7580196906975	1	0.00685690772672566	4.91248	79.8415	-4056.968078	-4048.335146	17.265864	0.000178142	-3.74923367616936	1	0.000871929259814733
ENSG00000146678	ENST00000275525	ENSP00000275525	3484	IGFBP1	insulin-like growth factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5469]	1	2.05091	2.13265	-2434.227	-2424.408661	19.6366779999998	5.4444e-05	-4.26404997468636	0.604110624	0.000277879771849126	1.99625	2.24751	-2472.831105	-2461.690738	22.2807340000008	1.4514e-05	-4.83821288125448	0.161047344	8.28432839506173e-05	2.05091	2.13265	-2434.226383	-2424.408661	19.6354440000005	5.4478e-05	-4.26377884465084	0.604487888	0.000284867053722903	1.99625	2.2475	-2472.782311	-2461.690738	22.1831460000003	1.524e-05	-4.81701503299642	0.16910304	8.93307131537243e-05
ENSG00000147160	ENST00000276101	ENSP00000421172	158835	AWAT2	acyl-CoA wax alcohol acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:23251]	2	3.02325	6.01523	-2248.710046	-2238.66865	20.0827920000002	4.3559e-05	-4.36092209906013	0.483330664	0.000225434078358209	3.08257	5.08098	-2287.482841	-2276.986392	20.9928980000004	2.7634e-05	-4.55855624674494	0.306626864	0.000150381002452182	3.02375	6.09735	-2248.693036	-2238.674269	20.0375340000001	4.4556e-05	-4.35109380472622	0.494393376	0.000236325705544933	3.08922	5.7234	-2287.423818	-2276.972875	20.9018860000006	2.8921e-05	-4.53878669453886	0.320907416	0.000161584801611279
ENSG00000147183	ENST00000276127	ENSP00000276127	53336	CPXCR1	CPX chromosome region, candidate 1 [Source:HGNC Symbol;Acc:HGNC:2332]	2	3.00171	4.32008	-2484.806569	-2472.604989	24.4031599999998	5.023e-06	-5.29903682184045	0.055735208	3.04065510092744e-05	3.16714	5.0298	-2514.885376	-2501.329873	27.1110060000001	1.297e-06	-5.88706002391592	0.014391512	8.68528183464092e-06	3.00167	4.29057	-2484.311678	-2472.608549	23.406258	8.268e-06	-5.08259953204475	0.091741728	4.95901232432432e-05	3.1676	5.08371	-2514.867816	-2501.329091	27.0774499999998	1.319e-06	-5.87975520445363	0.014635624	9.06230588235294e-06
ENSG00000147381	ENST00000360243	ENSP00000353379	4103	MAGEA4	melanoma antigen family A, 4 [Source:HGNC Symbol;Acc:HGNC:6802]	1	3.53462	5.22113	-2874.34375	-2864.305527	20.076446	4.3697e-05	-4.35954837831949	0.484861912	0.000226042849417249	3.94545	4.67989	-2939.145769	-2930.490206	17.3111260000005	0.000174155	-3.75906405240737	1	0.00082265810131971	3.53435	5.21121	-2874.298375	-2864.295876	20.0049979999994	4.5287e-05	-4.34402644784429	0.502504552	0.000240088175824176	3.94535	4.67024	-2939.145691	-2930.485244	17.3208940000004	0.000173307	-3.76118389545125	1	0.000848638337157988
ENSG00000148459	ENST00000376215	ENSP00000365388	23590	PDSS1	prenyl (decaprenyl) diphosphate synthase, subunit 1 [Source:HGNC Symbol;Acc:HGNC:17759]	1	3.01132	7.87997	-2954.364774	-2945.333981	18.0615859999998	0.000119668	-3.92202196723257	1	0.00057656801042119	2.97509	8.34136	-2985.874879	-2977.044314	17.6611299999995	0.000146196	-3.83506450974268	1	0.000701943234963219	3.01041	7.84174	-2953.052934	-2945.315322	15.4752239999998	0.000436112	-3.36040196317275	1	0.0019402962117081	2.97464	8.30854	-2984.7437	-2977.025743	15.4359139999997	0.000444768	-3.35186646675728	1	0.00204100319602978
ENSG00000148735	ENST00000369310	ENSP00000358316	79949	PLEKHS1	pleckstrin homology domain containing, family S member 1 [Source:HGNC Symbol;Acc:HGNC:26285]	1	3.92432	7.98937	-2960.906645	-2952.95985	15.8935899999997	0.000353794	-3.45124953657323	1	0.0015671449996008	4.18129	7.19937	-3010.068637	-3003.03523	14.0668139999998	0.000881922	-3.05456982356155	1	0.00368441510240964	3.93741	8.82627	-2960.893206	-2952.887559	16.0112940000008	0.000333574	-3.47680780724466	1	0.00151553283012689	4.10774	8.48621	-3010.046797	-3002.955064	14.1834659999995	0.000831954	-3.07990068584684	1	0.00360469222647403
ENSG00000149021	ENST00000278282	ENSP00000278282	7356	SCGB1A1	secretoglobin, family 1A, member 1 (uteroglobin) [Source:HGNC Symbol;Acc:HGNC:12523]	1	3.10061	9.0556	-818.842686	-810.721238	16.242896	0.000297098	-3.52710027176378	1	0.00133519619603078	2.46403	4.93577	-858.273705	-852.292502	11.9624059999999	0.002525786	-2.59760344830016	1	0.00966084848534988	3.08413	8.49135	-818.830239	-810.69452	16.271438	0.000292888	-3.53329842156027	1	0.00134403856410256	2.46292	4.90208	-858.251505	-852.292349	11.918312	0.00258209	-2.58802862426086	1	0.0101815460696517
ENSG00000149516	ENST00000278865	ENSP00000278865	932	MS4A3	membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific) [Source:HGNC Symbol;Acc:HGNC:7317]	9	3.66432	9.96693	-1991.061845	-1964.879745	52.3642	0	-Inf	0	0	3.3547	10.04088	-2011.238498	-1976.833352	68.8102919999997	0	-Inf	0	0	3.66154	9.97209	-1990.866891	-1964.85569	52.0224019999996	0	-Inf	0	0	3.35222	10.00174	-2003.383389	-1976.823271	53.1202360000002	0	-Inf	0	0
ENSG00000150048	ENST00000315330	ENSP00000326407	51267	CLEC1A	C-type lectin domain family 1, member A [Source:HGNC Symbol;Acc:HGNC:24355]	1	3.78468	7.9611	-1904.48689	-1897.089779	14.794222	0.000613021	-3.21252464778517	1	0.00259324476401067	3.59447	7.56718	-1942.646201	-1936.077025	13.1383519999999	0.001402953	-2.8529568779257	1	0.0056382348743209	3.78445	7.86917	-1904.483111	-1897.090169	14.7858839999999	0.000615582	-3.21071408769528	1	0.00267338468571429	3.59437	7.53618	-1942.646171	-1936.076898	13.1385460000001	0.001402817	-2.85299897977267	1	0.00581241875728155
ENSG00000150477	ENST00000280020	ENSP00000280020	57536	KIAA1328	KIAA1328 [Source:HGNC Symbol;Acc:HGNC:29248]	3	5.00353	5.52204	-3552.385641	-3542.268008	20.2352659999997	4.0362e-05	-4.39402732193355	0.447856752	0.000210360146547675	4.7821	5.40135	-3615.026192	-3605.901632	18.2491199999995	0.000108957	-3.96274486304309	1	0.000534949943362832	5.0019	5.28257	-3551.917184	-3542.258535	19.3172979999999	6.3871e-05	-4.19469628423215	0.708712616	0.000330248190121156	4.78327	5.58945	-3614.567748	-3605.897769	17.3399579999996	0.000171663	-3.76532330197036	1	0.000841702451612903
ENSG00000151418	ENST00000281087	ENSP00000281087	127124	ATP6V1G3	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G3 [Source:HGNC Symbol;Acc:HGNC:18265]	1	4.13446	7.04518	-792.167869	-786.117667	12.100404	0.002357386	-2.62756929997686	1	0.00884883297666554	3.72739	7.82374	-821.390957	-815.174585	12.432744	0.001996475	-2.69973612370156	1	0.00779756656107005	4.12344	7.01143	-792.135457	-786.11711	12.0366939999999	0.002433689	-2.61373492085266	1	0.00930858777800758	3.72636	7.87592	-821.264155	-815.174988	12.1783339999999	0.002267297	-2.64449158661691	1	0.00904310837958303
ENSG00000151806	ENST00000281543	ENSP00000281543	60558	GUF1	GUF1 GTPase homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25799]	1	4.68599	12.51424	-3668.856974	-3662.597192	12.5195639999993	0.001911662	-2.718588892662	1	0.00729178465177037	4.91485	14.06424	-3712.439326	-3705.256693	14.3652660000007	0.000759665	-3.11937788235841	1	0.00321358857796416	4.68563	12.83772	-3668.840185	-3662.552492	12.5753860000004	0.001859044	-2.73071033119041	1	0.007273607977433	4.87089	6.14497	-3712.437764	-3706.94849	10.9785479999991	0.004130842	-2.38396141597486	1	0.0155533840624364
